work_key,title,subtitle,description,first_sentence,edition_count,first_publish_year,first_publish_date
OL14920304W,The Obedient Bride,,"LOVE WAS NOT PART OF HER MARRIAGE BARGAIN 

Miss Arabella Wilson knew perfectly well that the handsome, dashing Lord Geoffrey Astor was marrying her only out of a sense of duty. She knew she could be only grateful to this man who so generously offered her a life of aristocratic privilege. Surely she could not imagine she could ever claim his heart as well as his hand. Surely she could not object to his mistress, the ravishingly sensual Ginny Cox. 

Surely she should be content with the attentions of the gentlemen of the ton who swarmed around her. 

But Arabella had committed the most scandalous of sins. She had fallen in love with her own husband...",,2,1989,
OL3475954W,Bay of stars,,"Was she only a diversion? 
Superstar Bourne Kerwood was a famous singer and composer, and Lorena an unsophisticated university student. Despite herself, Lorena knew she was succumbing to his undeniable charm. But what could he see in her--other than someone to alleviate his boredom when he wasn't writing his songs! He had no right to make casual love to her. She wasn't Mount Everest--to be conquered just because she was there!",,4,1980,1980
OL2959212W,Bride of His Choice,,"Five sisters...and Richard Seymour has to marry one to gain control of the Durant financial empire. Made to feel the ugly duckling by her glamorous family, and totally rejected by her father, Leigh Durant is stunned when Richard makes his choice -- to marry her! Can he possibly give her the sense of belonging and love she's always craved? His proposition is very tempting. And they do share an intense physical attraction. But is she truly the bride he wants...or just the easiest path to power?",,7,1999,August 2000
OL3519309W,Imperfect Chaperone,,"Kit was usually the sensible one

 When Kit Vaughan agreed to accompany her beautiful younger sisters on holiday to Spain, she thought she'd have her hands full just keeping them out of trouble. 

 She was wrong. Clemency and Charity were on their best behavior. It was Kit who kept getting into predicaments, and the disturbingly attractive Reid Livesay who always seemed to be behind them. 

 How could Kit hope to keep her sisters on the straight and narrow she wondered, when with Reid, she was barely able to stay there herself?",,5,1984,1984
OL66513W,Emma,,"Emma, by Jane Austen, is a novel about youthful hubris and the perils of misconstrued romance. The novel was first published in December 1815. As in her other novels, Austen explores the concerns and difficulties of genteel women living in Georgian-Regency England; she also creates a lively comedy of manners among her characters. Before she began the novel, Austen wrote, ""I am going to take a heroine whom no one but myself will much like."" In the very first sentence she introduces the title character as ""Emma Woodhouse, handsome, clever, and rich."" Emma, however, is also rather spoiled, headstrong, and self-satisfied; she greatly overestimates her own matchmaking abilities; she is blind to the dangers of meddling in other people's lives; and her imagination and perceptions often lead her astray.",,2263,1815,
OL4778064W,The Charm School,,"The captain had abandoned society. She was too unrefined for it. An awkward misfit in an accomplished Boston family, Isadora Peabody yearns to escape her social isolation and sneaks aboard the Silver Swan, bound for Rio, leaving it all behind.Ryan Calhoun, too, had a good family name. But he'd purposely walked away from everything it afforded him. Driven by his quest to right an old wrong, the fiery, temperamental sea captain barely registers the meek young woman who comes aboard his ship.To the Swan's motley crew, the tides of attraction clearly flow between the two. Teaching her the charms of a lady, they hope to build the confidence she needs to attract not only their lonely captain's attention, but his heart, as well. For everyone knows the greatest charms are not those of the formal lady, but rather the possibilities of a new world built on love.

Calhoun Chronicles:
The Charm School (Calhoun Chronicles #1)
The Horsemaster's Daughter (Calhoun Chronicles #2)
Halfway to Heaven (Calhoun Chronicles #3)
Enchanted Afternoon (Calhoun Chronicles #4)
A Summer Affair (Calhoun Chronicles #5)
The Calhoun Chronicles Bundle (Books 1-3)",,3,2001,
OL3498658W,In Bed with the Boss,,"For three years, Kalera has been a model secretary to Duncan Royal, with only one hiccup in their otherwise perfect relationship: a one-night stand that should never have happened, and which both have tried to forget. Or so Kalera thought.But Duncan is haunted by their one night of unbelievable passion, and secretly longs for their relationship to develop after office hours. As a rule, he can have any woman he wants—so he's furious when Kalera announces her engagement to another man! Whatever it takes, Duncan intends to entice her into his bed once more—and this time it will be forever.",,2,1999,"January 1, 1999"
OL17796310W,Challenging Dante,,"When trouble comes to stay… 

Unimpressed by his mother's new companion, shrewd Italian billionaire Dante Leonetti is determined to oust the cuckoo from his castle. After all, what could this beautiful, intelligent young woman want with his family other than a slice of their fortune?  

Topaz Marshall's search for her father brought her into Dante's world and now she's experiencing Leonetti's ferocious reputation firsthand. Knowing Dante thinks she's a gold digger, she is shocked when he turns on his legendary charm. Dante is determined to seduce the truth from her lips and Topaz must do everything in her power to resist.",,6,2013,
OL11762231W,Guardian Angel,,"She'd been too busy to realize she was a woman

 It took Ben Shapiro, her dynamic boss at international Science Technology, to point out that her years of study and hard work had kept Tara from becoming a woman.

 Their relationship had always been fiery. She disliked him heartily even though she was grateful for his kindness to her disabled mother.

 Anyway, Ben evidently had no designs on her, so why should he care? But Tara couldn't help wondering why they always struck sparks from each other and why she always seemed to end up in Ben's arms.",,4,1989,
OL17367560W,Heir of Fire,,"Celaena has survived deadly contests and shattering heartbreak-but at an unspeakable cost. Now, she must travel to a new land to confront her darkest truth…a truth about her heritage that could change her life-and her future-forever. Meanwhile, brutal and monstrous forces are gathering on the horizon, intent on enslaving her world. Will Celaena find the strength to not only fight her inner demons, but to take on the evil that is about to be unleashed?",,28,2014,
